,LR_8_3,Em,GPR_8_3,KNR_8_3,SVR_8_3,RF_8_3,XGB_8_3,LR_8_4,GPR_8_4,KNR_8_4,SVR_8_4,RF_8_4,XGB_8_4,LR_8_5,GPR_8_5,KNR_8_5,SVR_8_5,RF_8_5,XGB_8_5,LR_8_6,GPR_8_6,KNR_8_6,SVR_8_6,RF_8_6,XGB_8_6,LR_9_3,GPR_9_3,KNR_9_3,SVR_9_3,RF_9_3,XGB_9_3,LR_9_4,GPR_9_4,KNR_9_4,SVR_9_4,RF_9_4,XGB_9_4,LR_9_5,GPR_9_5,KNR_9_5,SVR_9_5,RF_9_5,XGB_9_5,LR_9_6,GPR_9_6,KNR_9_6,SVR_9_6,RF_9_6,XGB_9_6,LR_10_3,GPR_10_3,KNR_10_3,SVR_10_3,RF_10_3,XGB_10_3,LR_10_4,GPR_10_4,KNR_10_4,SVR_10_4,RF_10_4,XGB_10_4,LR_10_5,GPR_10_5,KNR_10_5,SVR_10_5,RF_10_5,XGB_10_5,LR_10_6,GPR_10_6,KNR_10_6,SVR_10_6,RF_10_6,XGB_10_6,LR_11_3,GPR_11_3,KNR_11_3,SVR_11_3,RF_11_3,XGB_11_3,LR_11_4,GPR_11_4,KNR_11_4,SVR_11_4,RF_11_4,XGB_11_4,LR_11_5,GPR_11_5,KNR_11_5,SVR_11_5,RF_11_5,XGB_11_5,LR_11_6,GPR_11_6,KNR_11_6,SVR_11_6,RF_11_6,XGB_11_6,LR_12_3,GPR_12_3,KNR_12_3,SVR_12_3,RF_12_3,XGB_12_3,LR_12_4,GPR_12_4,KNR_12_4,SVR_12_4,RF_12_4,XGB_12_4,LR_12_5,GPR_12_5,KNR_12_5,SVR_12_5,RF_12_5,XGB_12_5,LR_12_6,GPR_12_6,KNR_12_6,SVR_12_6,RF_12_6,XGB_12_6,LR_13_3,GPR_13_3,KNR_13_3,SVR_13_3,RF_13_3,XGB_13_3
1FLV_38,54.70190263399775,-352.5,56.36779078888492,33.16196568314831,43.102194842902406,63.52066082159678,44.39178466796875,60.474202077460674,37.517991508656806,22.838059160091216,39.386832257756424,50.04617836902255,22.228863525390626,104.79635427182828,56.27045274905974,19.265910767501662,44.74294607553375,40.86367335134113,20.29472961425781,46.18760619763033,38.572504738898466,23.851504469506796,36.74468699348555,46.4146404630916,34.34330749511719,46.40822326563634,44.28545832828158,33.59283861341636,35.488588358536575,60.532295567040066,25.800253295898436,35.777091969635954,46.37455399048655,18.977732107162637,30.747051961777647,46.81920652222264,19.42646179199219,52.16538898601557,51.54864371607673,21.000187986519354,35.70113788300923,39.815480878317075,24.775457763671874,18.756605774647824,35.138385647699884,20.72401399203099,36.82306708930339,46.45839753501192,29.99486389160156,33.57288140313855,58.063393108715715,24.034743475169307,47.50873290815069,58.901976667284245,25.79854736328125,52.77446942010558,49.250586033001056,20.275473217305727,31.334213255046727,45.080372271540696,22.959417724609374,86.61936344496398,52.96627534735775,31.40347551323746,39.64814922349263,32.858153142586715,16.20159912109375,41.53342636543752,41.04763255761475,28.2041696901965,30.932738308537132,44.98937645177148,23.41193542480469,45.94563342508579,67.23191191707423,33.94660971461354,57.38005791636978,55.173189576166166,22.3106689453125,57.51186611657198,56.70607528829332,19.84216816412165,37.414905087629585,41.583111026809505,19.039913940429688,83.57171769670033,69.15261088150575,23.790366072776095,53.545689917369806,37.599811688620875,18.912261962890625,47.13416934517626,48.95391943488118,23.71328765559996,28.419536180743428,45.30696430473513,23.548046875,50.81230388626651,67.9047165613716,25.313288440915876,48.02733985733583,59.84476144218445,36.13742370605469,44.995977157646685,54.708186523792996,24.059848371115596,35.401976019476685,42.68409602206232,15.439279174804687,76.84693077991646,59.518142094726976,23.71579851878306,46.0715394038581,43.05211156272796,26.222915649414062,30.284103519172042,45.82102899779223,23.78406836277942,29.407475524706634,48.48177631199128,31.84722900390625,64.83239495490193,70.04653991949627,32.30267233981308,57.55686988108387,47.12521244463738,30.300064086914062
1FNB_39,12.158500920002876,-380.0,15.432372072050669,23.989229688702682,13.07073575486434,48.70297971886502,19.98871765136719,32.79571504024685,27.880668231963377,25.150036724549047,28.49032262317956,48.3500323413149,19.13167724609375,41.130370228963024,39.980632308536585,28.615539601320442,29.395516139147695,43.8962022975913,21.402359008789062,47.468153473462486,31.098397795070962,26.405160723511898,26.953886924494093,56.96755130996039,26.228396606445312,12.121177577674246,17.942533141954737,24.11404035483905,14.563479018294487,53.024790603451876,25.051220703125,45.120346920566206,31.3140556490566,22.949150956159155,24.41661302277341,53.91420238041512,18.610861206054686,60.46424458349062,44.360144823604905,26.087777842627606,32.850207207249426,46.00805550070707,20.290200805664064,49.73656040308206,34.02395031764797,29.176028811760766,34.12201858302364,64.39177717085731,37.943930053710936,14.151958424019506,14.197557024485723,24.911306110870385,11.525426391076689,46.71486734807124,20.0361328125,22.63519929363745,30.14994496585851,23.944837732545047,24.004281282562665,50.259805310156636,15.826239013671875,38.247834562757994,38.58605413308792,30.458860013440773,29.79875801616498,34.91380802284779,15.9468994140625,31.588522958086912,31.261695417906203,27.31902942763619,36.14335297751588,52.147445724121596,27.825067138671876,13.359467514067012,13.254267932761433,21.739243550213832,11.920517755826358,44.46492037985354,20.061904907226562,15.390885275902814,31.839771831347992,26.03066574391636,31.046232295749842,44.35978999100631,21.725308227539063,35.8325460305294,28.25796405131395,27.48992202864921,36.48137261832269,39.256994566065785,21.904730224609374,32.89861151032322,43.377285078061036,36.908561706958935,32.8168732890116,57.36243461866112,22.105245971679686,16.214243478420276,12.873819907100625,26.387176796818704,13.574955821364057,41.52669023244421,11.507632446289062,34.04249975033914,27.627487738887474,28.664642352322268,30.302525089745465,44.17063300467292,17.298916625976563,34.49402784168345,35.61299455118971,26.073542186361703,31.568289347582134,40.78035127127647,15.193246459960937,36.9838846029228,32.941805271895234,35.66254250033889,27.645650425334118,50.05252227274887,20.187728881835938,26.749471495388924,15.069999350238799,22.193456959519335,17.782247744729325,39.17218321398274,12.9279052734375
1FNB_40,13.572801855627358,-342.5,7.100238559636386,30.004650194978847,10.490307131068453,8.135539478948942,17.683633422851564,28.886356967419253,16.404133253725178,28.44949437400548,11.98133261934658,7.973950896048865,15.235723876953125,44.37333134008149,15.45545488947928,27.54273511550273,16.9304995261786,13.963861778742181,14.903402709960938,40.71131216613679,13.495062702701938,26.78531656836936,14.33187887302834,18.000951937978613,16.61229248046875,5.975812324189735,4.587319152927421,31.705395875951815,7.136763702274965,12.199950676485992,19.663638305664062,31.525028233990714,12.62055539646587,28.51122510490557,15.600845916830872,12.153421760538691,18.667068481445312,46.23263113875915,15.774521077057397,26.406466251184476,10.360333687986884,18.825893733029545,11.86661376953125,40.11677997651376,17.29579678249334,19.949867961412757,24.452548039724622,23.40191223092047,26.578271484375,15.430555882022343,9.445661974269843,31.99442474762343,7.77530086868295,10.156697357666285,11.680364990234375,25.50884145338017,12.79756892393703,27.195948265647036,16.21929074225249,9.24982278483879,13.854861450195312,50.826774697557525,14.171307123007864,26.927012801148198,15.500635718683156,13.905295500942191,9.65799560546875,25.30170732198716,16.1014870722141,24.682952779176343,18.747335800427987,13.471373435437613,14.500201416015624,18.846562753274366,11.861632006489254,32.565697598972626,8.797739613349757,4.933359586552899,16.469293212890626,14.321056179217175,11.732402554007388,30.369473412839206,13.00260105219968,9.500804470351477,16.770748901367188,35.85859393492173,10.908744957968349,29.57234256243165,18.607355079930933,15.195552291426747,7.108477783203125,23.319389674755666,17.00783235128454,24.135982926508383,14.18932390393178,14.04492299507395,16.40992126464844,23.84743694252641,13.869629722556374,29.91468635599851,12.48995524819568,8.02138972481875,11.913995361328125,14.746649831169657,12.695080612458366,29.615440707984455,21.73735858768809,6.577527665166019,16.0762451171875,27.10121233792695,8.375280162489485,31.885703096642068,18.758734764850146,8.517633541172495,15.712075805664062,16.286374350960415,9.278748887430151,28.754494785660945,12.513983607930072,7.447127300970214,17.305572509765625,25.928438781102585,11.010150852602925,30.381075191877823,10.212971135666374,9.242274328290046,18.25414123535156
1FVX_41,42.787801621024656,-267.0,9.053183102901983,7.984324021012514,4.983035828134677,2.166371868130068,9.427163696289062,24.694163896283154,1.8275989923041949,5.594684643454284,3.8476283608870063,2.2992806369759706,8.1556640625,19.743494330651572,10.50409540038856,6.566600505074137,5.193664350543872,3.255040919350944,5.408232116699219,14.547240654354212,13.218638960007748,5.978687231886136,8.131468149777078,4.524513108696345,3.883843994140625,23.09045756037985,11.29364695466433,5.30609553833728,9.028644605368346,2.6829212970946172,5.608999633789063,22.398136967658083,5.518570954791011,7.997844205136749,4.928017715410471,2.861954911051407,8.040234375,8.913225200396429,10.450191208169372,6.296122978451732,5.233679210304018,2.8004390157659715,9.667939758300781,10.422129590864923,14.277609873946904,6.262845092846826,7.7525774163189904,2.99443096480112,6.757048034667969,34.26922749121822,12.557918805682624,6.408214316110263,10.514323990367881,2.6985151722579417,11.225508117675782,15.735890966223693,5.44400340961509,7.300258813205602,6.621467755063941,3.5328111673083127,11.270277404785157,16.25455865064935,9.318877751241953,6.92707082659056,6.710202136442234,3.2918902766114284,6.092768859863281,24.49591070476585,11.94106722877172,4.813007482424069,10.449115415929246,3.717342672670708,7.814128112792969,38.880305554348794,15.09193727935467,7.377876580165906,14.749413965614092,1.9135299495024924,7.506930541992188,23.492723498504755,4.209450028525015,7.1680973951163365,5.3233138854923086,1.4273076663825577,5.682913208007813,20.336390130932976,10.524790803560142,5.155245070290772,8.75694296879411,2.4225561847294217,4.508937072753906,21.966904219980954,9.53313879494463,4.13019727614909,11.003960093964784,3.534094712052547,7.3004913330078125,33.426355085588355,11.55906439789618,6.584346336663015,8.473991268964554,2.1401013274511285,9.072267150878906,11.356094391399239,5.112006738565867,7.1416385309392725,6.719191651903725,3.5832542776962897,10.694197082519532,9.015998087582863,9.365708706948888,6.006899259217045,6.0437748968288165,2.6954153708360535,5.319294738769531,5.639943119902782,14.003663686721552,3.2291152303271415,7.469452480064663,2.1136470490827093,6.286746215820313,36.57754540271927,8.122854328892895,18.122985189208258,8.462614291878106,2.843745264833262,5.410855102539062
1FX1_42,9.492944544929415,-265.0,9.055469979578328,28.349742964914935,14.81878562092931,27.557145607787202,11.036099243164063,24.663251545154573,15.034073678029984,26.47998425737338,18.77348377855506,31.213373921151106,8.065359497070313,42.83742039069107,22.09495809000166,26.763250861559964,25.98456959770535,33.25459295571282,8.757696533203125,29.60965940918801,17.654760169641822,27.891146645730412,18.23869653556656,28.98652675909296,11.900454711914062,10.319817524876465,10.271011007799933,27.738766771305144,12.007328130743355,29.503264823546452,11.206680297851562,32.4135917784102,21.54288882729757,26.49434741804536,20.74431332296694,32.322001876703254,14.938128662109374,38.15861234830652,25.25505811877816,26.55077379035051,27.641542085931853,34.662563872652605,14.554476928710937,27.201848170659456,19.40955150671929,28.79028001757549,19.96475153181013,29.62180582075242,11.651327514648438,17.877731274491396,9.327478903896326,27.910805754020203,13.200746722402362,28.410114289817596,12.084237670898437,19.279000370325196,15.308361056173174,27.3340015343647,20.899122626504983,33.13996486125312,16.35839080810547,24.441441919153743,21.12748502969867,27.501108625872632,26.055839424264963,33.664656219132745,10.984048461914062,18.049237350503557,14.866472368384995,27.44958294931024,20.674416586801794,31.63924302437452,12.933409118652344,10.921975343449873,9.855098343450043,28.738244939338994,13.304437867927579,29.55675013632624,11.31805419921875,22.60811034176835,17.73047115284576,26.742580348102194,22.536286799986954,31.994621529599595,11.271180725097656,26.94294899836114,22.824579771446537,27.062661605248877,22.469737243330957,33.3827767399248,14.317192077636719,16.744265495267065,17.219272396778724,26.28379134517494,18.814988334501454,31.24813418579429,12.461328125,10.76771644298771,14.29812212185015,28.219081118182025,15.60564058532081,30.864072171338442,12.198005676269531,36.45807450842501,20.661385256690473,27.096281494544183,24.35568837723012,33.11322456842833,20.615133666992186,36.72144643140448,20.240816015314106,27.059598387487235,22.10637781468146,34.963556026445545,11.279676818847657,30.439597262946656,16.853120252624876,26.332792590027083,18.923934373434605,29.76423792937456,11.978213500976562,13.537513968719216,11.919582621419703,27.46030430854674,14.499073244015573,29.53909977715163,14.416842651367187
1FX1_43,17.89599240929808,-291.5,10.161765471456135,4.875460358681392,8.07952674698621,5.408414072225867,1.697540283203125,14.061327890349606,3.556415500144965,3.6248037100657484,3.485772003735531,3.2828813918669595,0.9833770751953125,33.77392214033771,7.9226271978015514,2.65,2.080737607188979,1.8765750497666374,2.9859710693359376,20.136651663353167,7.31835194817611,2.3145830754244003,5.898892486678801,5.7597930619699245,1.253814697265625,22.730858464624042,13.483635811046486,3.473068363904042,9.167583079738346,5.9399999186085894,2.766802978515625,24.367247483070486,7.172594733565961,5.204353802639162,1.0324950262346817,2.341024529368781,2.0026275634765627,34.17494278542999,7.198070179255291,3.1199999999999988,0.4142565671792681,2.9741427721642935,3.8347076416015624,26.16813501488776,9.84865755917835,2.65,9.409740750080477,4.033466229790639,3.0576324462890625,31.812911328993472,17.93625599212055,4.360996969115456,9.047985065685651,4.96236968500852,5.650146484375,12.337384467660916,4.547277689043239,6.625000337729375,4.710054468356077,2.2081202454484186,1.8567626953125,26.183912779436508,3.7439527747743737,7.950000454410224,5.006901118997502,2.2640987814394125,3.0609649658203124,13.647716823543425,5.648723476120369,6.0178378261554375,6.026239989529427,4.211599844249411,2.4438568115234376,16.486799212965035,9.539096082930644,5.116172254980052,8.317728423016955,5.183381398301696,2.8031951904296877,13.255048724981355,6.642993431787585,3.97499956626275,2.397125109564746,3.079391557968222,1.301251220703125,14.903037399757125,6.018284870245071,5.3,2.4282044607979003,2.274215847906362,1.4838623046875,12.536376162796472,4.768657554809022,9.818060072446253,4.103742620871577,4.255891273906514,2.95435791015625,13.973401264063096,7.87832349232728,8.37500120857768,7.8500699534635885,4.852567193487926,3.5649078369140623,23.2900001919106,8.09998521894338,6.625,2.9786771514921724,2.079570966563705,2.5859527587890625,27.03962928034606,7.418076033379663,6.625,2.512633321857095,2.7305727467632663,2.64735107421875,21.030045377793414,6.506156342415477,9.275,5.370489114473566,3.0270962849751983,1.0613861083984375,16.12779890205269,5.792509180566492,6.145909991934144,4.770390789127111,3.943997100653019,1.2275146484375
1FX1_44,22.2452694784348,-291.5,10.326877473946116,3.9254598551735684,7.763293632209423,5.807842368718985,1.9206298828125,8.44740884983284,3.9472504108931843,2.2998032292678032,4.972793008650927,4.151897473167241,1.25048828125,23.49317626070565,6.850697836640871,5.300001318560334,4.61742583459789,3.4888238308780672,2.3135894775390624,15.05549126309366,5.993112700640017,3.6395830394024697,8.126647989076968,4.996984009166203,1.4480438232421875,31.187283738488446,18.378604399382397,3.539734469007135,12.387721806404164,6.133915390302337,4.632574462890625,10.266532990496291,6.406331236761128,2.554354342566586,2.6091626929009863,2.9741072791061356,2.0029632568359377,16.558571926038564,7.828937863979656,5.816666490506913,5.717569910862755,2.9614266199501342,2.3606414794921875,11.908944344749193,8.670815903713821,3.975000125758754,7.6020168700286606,4.615128790881118,3.796441650390625,41.6871354802581,21.261627342696123,2.9276634276569267,12.62603311772225,6.263319393849963,4.6750335693359375,8.207663150374486,5.286508362230495,3.974999743248901,5.9842165922320305,3.1385460016751834,1.0463043212890626,9.322596451578118,6.960754137475538,7.95,8.015572039193017,2.8139886326464763,2.482391357421875,7.688466165428361,6.599621613772433,3.367837875856492,8.423631629410187,6.159122496665082,2.095672607421875,23.140349486629567,15.191702804693056,3.4661711169212994,12.538457025767446,7.291832494178527,2.2877655029296875,6.318025557529808,5.599513522015616,3.97499956626275,4.313711300917669,3.511717408267816,0.9154937744140625,7.042112625405605,6.959557493748486,6.625,6.2457356694486235,3.9965130084157807,1.65006103515625,6.159700578551036,7.673406314008003,7.684726739112921,7.957457450670307,5.002994245014008,2.541046142578125,20.032125298486328,12.380608065204768,9.275,10.003901160208006,4.851303891840081,4.896966552734375,15.090200902391143,7.778966506437075,7.95,3.4332755308212826,2.666390262967161,2.3026092529296873,13.560635523404073,7.694502067023928,7.95,4.228578454828266,2.1740464122837637,5.108755493164063,10.90871607863474,6.787818197340277,5.3,7.807642218104723,4.197566590617117,3.362939453125,22.704552482658034,9.979960059761982,6.120910889255862,9.959563449663625,7.890173509435817,1.7795989990234375
1GAQ_45,17.330146359821278,-370.5,14.45401736584206,11.949852788902433,6.83996653163598,41.95389861029582,67.54632568359375,16.969420760660903,15.178899152917392,12.866826204420942,16.256631284395638,41.46945678062155,36.3570068359375,61.418523981548766,24.372889577139347,15.648265354923439,21.633286429944896,25.848295133348795,9.453256225585937,48.071587529026814,31.801323588884724,14.789026344542298,51.94778178434856,62.500682455693,50.9657958984375,23.86294543508068,25.37534756492978,9.914339321685697,19.343614690174338,59.348474285120304,57.137106323242186,28.267119608877813,13.423104921558002,15.840743224399779,25.934739043709794,50.86115673543023,38.67357177734375,58.513479749511546,21.488789327373006,11.875133979784987,19.825993791509802,39.43266890069053,21.429644775390624,61.74134496224794,24.483420209477828,13.435277500718877,76.15915112702905,74.01886876838853,65.09005432128906,12.981229357964674,12.492530524338509,13.962353664520293,9.77905440500183,46.17813013392795,49.58961486816406,17.058559957139966,9.853264537609693,11.2453019687167,27.76837591453785,43.356006644173114,35.170431518554686,13.143974868562179,14.787816153583128,14.052976308083805,20.20118317473659,38.191797464560125,15.90296630859375,28.92887772296843,16.0638797054495,14.826481358625363,69.86178738111597,59.49442049615601,56.65811767578125,11.783762141638316,8.820879145266355,13.811844448744159,5.48081733496038,42.24005562696033,36.33385009765625,11.810840424645738,8.99276798958918,12.403271617156786,17.297974656996395,40.442405363379024,13.268463134765625,24.674357694987314,13.433235054482214,16.556151621331743,21.202663107376956,32.45082675084659,9.415408325195312,32.25843033919805,19.493018599045918,18.72386986696771,60.9762102729861,55.436550995848094,35.58724670410156,19.18960421939847,21.106650645596687,16.607469283866415,24.490341477563828,58.1172775853993,25.83214111328125,16.617425153748805,11.89294464342692,12.471728987556805,30.71126274233821,51.73597577638748,20.470614624023437,33.88264841235894,26.08724730027676,12.123036355332307,26.588804343931912,38.52510582581182,15.774920654296874,39.911742312934166,19.439472100348798,18.17061626369258,52.13061306713678,67.3426278375274,21.331826782226564,16.21430428211395,15.141990547511005,25.649771962992737,15.773450202432059,39.225431907859544,21.458474731445314
1GJR_46,18.32416998635327,-344.0,3.973810640704426,11.078988835400315,3.090692845722964,11.123272972436348,7.92109375,18.129937674341022,5.076444835551479,10.331830515051866,7.817199838138327,12.396237031732813,14.32337646484375,16.24630065244461,7.625528423966022,10.257214673584263,9.16651442598457,16.15637386778979,8.808865356445313,17.098368497035676,12.727095785036164,5.277421655331045,7.277298634060111,12.228143577363266,9.639013671875,18.431557889918253,12.1574909528141,12.783787998771004,3.8417448703214347,8.731150802849612,10.275543212890625,25.460501831650816,3.7170345006157843,10.520043894617094,10.521842017597994,6.886246729429928,6.644000244140625,26.529999556242807,5.804156258428714,10.058428551480995,8.6757703508494,12.74182529369018,6.106698608398437,14.481758688321866,6.570589729491144,11.328801744767395,9.375890832206347,8.200100758251455,7.98348388671875,8.44685844986463,4.922466983108319,10.103446532648325,3.8936869273312196,6.6254147136370705,9.594967651367188,27.366523417508365,10.558883113220924,13.442099220456658,5.547569769163312,6.462248022993014,8.728546142578125,26.206005238465462,6.31310196691548,10.172241744485017,12.273757859700487,11.122503621467388,11.873196411132813,21.614542744213082,10.120845047553114,14.132769226728481,3.6956256917601764,7.155043803423643,11.1943603515625,8.391210011548754,5.4914448693261075,6.5240353811707505,3.3325390015044034,7.005558946114644,5.713864135742187,27.16674564917193,7.958714059453797,14.929331061717386,6.283847113396706,7.762731824761306,7.096212768554688,19.680475833982932,4.492120352129876,12.693653429651988,17.82611194149481,14.173719078401223,7.213931274414063,21.886926774036773,7.811046862958477,12.241737571750871,5.157015147485287,7.242906498631027,6.414028930664062,11.587493501170025,5.942899217115473,14.15667134082969,2.4892776069237073,8.3843093392191,8.385888671875,13.615911888077273,2.790691304180484,11.713298500658079,7.749813035190391,8.225933633169427,8.429083251953125,23.343601821604544,5.235609215802396,8.016433061147335,7.273118441362925,9.466499073266283,7.2064453125,25.973310584110163,4.609534646033933,11.114010464336502,7.931945229597119,7.684765946667045,8.07392578125,8.599925927229503,4.809914813908546,6.953128054283866,4.099055272515443,7.979728478058002,10.891714477539063
1GJR_47,14.824862322890596,-317.0,17.86204211174236,39.18788599648151,15.926954357361552,25.03708270977986,19.668246459960937,17.040930101667737,16.425337586615285,38.83018017854278,16.644468001931465,23.07174820579513,15.67696533203125,19.439686371042615,12.009267131447979,35.99531203828187,25.164218984279763,21.96586517412514,10.8264404296875,12.688948775453094,15.201541559340956,37.56616485070472,17.993031865528202,23.618154941221896,18.45223388671875,12.081555074924125,15.724248774309126,41.566347750131285,19.14384292326858,24.70543778330431,20.246871948242188,18.44534935353363,9.051337993474487,40.480832293726976,17.163151902243605,25.8678944484184,14.6120849609375,21.249939103190307,12.70899529725403,38.33500713003916,28.18402248228771,22.88131015322606,18.107138061523436,13.751217948406588,12.467810679858184,41.252713251273164,21.573499136812806,27.491911173267518,18.475302124023436,10.703849546545495,12.92437051438876,42.08629596476875,14.432302297946825,29.162028874605333,22.67039794921875,35.33717877190726,18.878099073834882,42.40551562216184,21.774987612635424,29.581382580285727,15.915151977539063,48.7764745693975,26.743578976069795,38.051403142419765,29.36378591960591,25.17633706665137,16.98216857910156,30.45677140015265,23.113687186700663,39.849091007004624,17.089667399736165,28.9634961614672,14.806680297851562,11.847703474571261,11.419666881320916,38.305575733396,13.726067976282376,28.511534087055196,17.843722534179687,27.283610799584373,14.91128502742539,40.797608973044845,21.448659937393263,27.41286228780076,15.572137451171875,21.174421340244074,17.880472738542466,36.91959514521907,34.83104916799029,25.90287852111515,11.717898559570312,36.95943479938195,20.645245762828484,45.115105685609855,26.98164532079689,29.458333252093734,17.483016967773438,13.243472243909753,12.872921317504552,42.59447083230431,13.9396953654242,25.529998918782365,22.143521118164063,16.49964203636535,10.937680794669301,41.204039515157895,32.97068098695019,27.04223936122342,17.406463623046875,30.916581686185488,12.066923651378954,37.75534539482173,32.441977457324604,25.137028385690165,20.421881103515624,26.155330025156342,13.182359363549063,43.49727722239778,20.030609455602445,27.516465569763817,23.27801513671875,8.627037975672902,12.091119712656091,35.07027234769904,17.681871078926907,24.704418913557294,39.11004791259766
1GJR_48,31.705653111642345,-376.0,15.498893042781742,34.91231153838022,10.273491231205076,45.844002678768454,28.0647705078125,35.814563639132864,16.961332967534304,31.170523159062164,17.512957589075135,45.30939832631898,34.87483520507813,31.465669943196787,33.901155499700714,33.157810348001924,18.5303612947419,42.33550206889633,30.5495849609375,31.009127699123354,31.050605288221163,18.923431150320045,15.868671271595707,47.88920072152057,29.397442626953126,29.08412689050551,18.07270924886933,31.329074284000676,9.616989451967175,41.79248974230576,27.628329467773437,36.95708912979971,22.846242689107452,30.42652020718457,18.017317739297805,39.7765053103437,28.107015991210936,34.159827689675865,31.00996299380025,36.676816569442536,16.676013966875765,31.657995603719534,25.295504760742187,22.64441120445742,30.712765427449067,14.330554664197171,21.662772173305108,40.57775015752203,30.765478515625,14.895238020596759,12.812228366672537,35.18658207002069,7.827775501289193,38.95623130471704,16.58208312988281,21.15522129581538,15.754186382220785,23.013833025574694,13.474430799724882,35.918992596420495,17.697869873046876,25.646443674028596,21.538697173061014,35.1878747259523,22.856153638598148,28.013098371445796,13.928994750976562,22.388953032281854,18.510999228130544,24.53448207547575,14.954630870797597,36.589096767210336,7.9787109375,18.37011767359574,16.071725515733455,34.904630872508285,7.276097370101246,38.970695836118225,21.313357543945312,27.524438502244124,17.91698102590222,34.296356520350784,21.844338461561954,36.11314412314381,20.4953857421875,22.894454249977354,23.323780450125035,40.40261332431911,33.35535556741,31.221842206870868,16.755142211914062,27.123960050656724,25.853055246116003,33.135195695754824,21.831769804149513,39.397397908598855,17.658450317382812,24.97198223092125,18.295039677867607,37.039890331872634,8.358300618831084,42.97989477256097,25.973089599609374,19.599035328880724,22.552982792926578,39.170844449586625,23.611610542836768,39.69948255527273,22.319918823242187,28.531342951450664,29.055678182154253,38.78591297084715,18.504268661944547,38.30025667251273,25.084091186523438,29.65904349520364,23.215495114400163,35.78530413155306,22.386848526173083,40.37409382450035,19.848504638671876,14.347759685993855,14.161423648259767,39.676626362822574,8.279704738742316,34.185671494945936,21.798590087890624
1I1O_49,131.2401512183425,-223.5,68.3449129621765,78.37551943783303,86.29082762188179,71.57549321686903,81.55250854492188,62.29030845532903,59.653150440718946,73.4270479020773,30.26321840534178,63.63815793994777,67.98128662109374,75.3847050509732,44.89812938265098,70.51688222406483,28.18159104764636,58.03819521810381,50.43061218261719,49.73657113012078,53.20635251432928,67.48054911656268,43.98209624040856,67.83074360537123,76.49656982421875,126.18974597420217,90.98383049495538,80.7697879781372,94.88802521046394,65.71187140947019,73.12159423828125,61.97256602877121,63.3693493850969,74.59565997696126,45.79878385055163,55.43733661587938,58.784036254882814,72.61085478194049,53.70411451064682,69.29509189460404,48.185182489148886,47.35779152348233,47.01332397460938,73.55698248586184,75.84573040188111,69.67467617542859,52.93764479814058,62.284076304447716,71.844091796875,130.9306095018964,89.8526743249333,74.59123286970674,91.62108055857378,63.223501833280885,80.31861267089843,76.33261830844988,63.84752382866208,66.25942945808961,42.02049691447233,54.989459297706546,66.86310424804688,42.62090104868417,58.137325299790085,67.89169885198575,42.966787795546864,53.6479624541685,62.52987365722656,66.26034066668512,77.31164332890707,69.19441655099916,61.52009220149667,59.92066696572367,73.44959106445313,113.03182597199137,83.02497717972668,76.67137973929188,80.59957831561736,63.501128705991334,74.53510131835938,49.64281316893762,54.10432951902504,68.8613843948201,37.17181130985553,57.59812163496811,46.536495971679685,40.00852674401266,54.223007587255765,62.02310005756321,28.548483643741452,44.24785349767992,39.094113159179685,51.56274374976506,73.1740199210464,67.73439940543082,48.0852716917253,61.87905108840418,64.19695129394532,110.15829646040793,81.48850413720352,77.38505043275434,89.28403314587472,58.89473034264351,63.1778564453125,51.43845139033256,54.25087293460854,71.15065985493992,47.04078286547504,58.7707867383077,57.59898071289062,50.534007828518554,58.09399234717978,69.23371457450081,39.35066528170705,49.866591082255376,44.98446960449219,53.82583643116491,69.7795792933214,67.3667101159353,56.43658074681423,59.165835384397255,62.39338989257813,106.77391014354323,81.87359646312632,78.9760167463402,78.94909484318227,52.260887781047714,64.86690979003906
